industry,occupation,yrs_qual,sex,highest_qual,area_of_study,influencing,negotiating,sector,workforce_change,no_subordinates,choose_hours,choose_method,job_quals,qual_needed,experience_needed,keeping_current,satisfaction,advising,instructing,problem_solving_quick,problem_solving_long,labour,manual_skill,computer,group_meetings,computer_level,monthly_salary
G,4,12,2,7,8,2,1,1,1,0,2,3,9,2,5,2,2,2,1,4,2,1,5,1,1,2,2808
M,5,12,2,7,4,1,1,3,3,0,2,4,3,3,6,2,1,1,1,5,5,5,5,2,1,0,866.6666667
O,2,18,2,13,8,5,5,2,1,1,1,3,13,3,6,5,1,5,5,5,5,1,5,1,3,2,6070
P,1,16,2,12,4,2,2,3,3,1,5,4,12,1,6,3,3,4,2,4,4,3,5,1,2,2,5166.666667
B,2,16,1,12,6,1,3,1,3,0,1,2,12,1,5,3,2,3,3,5,3,2,1,1,2,2,4229.166667
O,5,16,1,12,8,5,5,2,3,1,2,3,9,1,1,5,1,5,5,5,3,4,5,1,1,1,5375
G,5,12,2,7,8,5,5,1,3,1,1,5,7,1,1,3,2,4,1,5,2,3,3,1,1,1,1744.166667
C,2,14,1,11,6,1,1,1,3,0,3,4,11,1,6,4,2,3,3,5,5,1,2,1,1,3,4333.333333
G,3,16,1,12,6,4,3,1,3,0,3,3,12,1,6,5,2,4,4,4,4,2,2,1,4,2,7500
O,1,18,1,13,6,4,2,1,1,1,4,5,13,1,6,4,2,4,4,5,5,2,5,1,5,3,13333.33333
I,1,12,2,7,9,5,5,1,1,4,5,5,7,1,1,5,1,5,5,2,2,4,5,1,1,1,4025
M,2,16,1,12,3,5,4,1,3,1,2,4,12,1,3,3,2,4,3,4,5,1,5,1,1,3,6250
J,1,12,1,7,4,5,5,2,3,1,2,3,7,2,1,5,2,5,4,5,3,4,5,1,1,2,1733.333333
Q,5,12,2,7,1,1,1,1,3,0,3,5,7,2,1,2,2,4,1,5,4,5,5,1,5,1,2000
G,7,13,1,9,6,1,5,1,1,0,5,5,7,3,6,2,2,5,5,5,4,5,5,1,1,1,5458.333333
G,1,14,1,11,5,5,5,1,2,1,2,3,12,1,6,5,2,5,3,5,1,2,5,1,1,1,7666.666667
Q,2,16,2,12,8,1,1,2,3,3,3,3,12,1,5,2,2,2,2,3,2,3,4,1,1,2,5916.666667
C,2,14,1,11,5,4,1,1,1,4,4,4,7,2,5,5,1,5,5,5,3,5,5,1,3,2,4650
G,5,12,1,7,1,1,1,1,2,0,4,1,3,1,3,5,2,3,1,5,5,2,4,1,1,1,1040
I,5,14,1,11,4,5,4,1,3,0,3,2,7,2,3,5,3,5,3,5,1,5,5,1,1,1,5416.666667
Q,9,14,1,11,8,1,1,1,1,0,5,4,7,3,5,1,2,1,1,3,3,5,5,1,5,2,666.6666667
H,2,12,2,7,9,5,5,2,3,0,1,4,7,1,6,5,2,5,4,5,4,1,5,1,4,2,4083.333333
P,2,14,2,11,4,2,1,3,2,2,2,3,12,2,5,2,3,4,3,5,4,4,5,1,2,2,2791.666667
G,8,12,1,7,4,1,1,1,2,0,1,2,7,1,1,2,2,3,2,5,3,5,5,1,1,1,2165
C,8,9,1,3,0,1,1,1,3,0,1,3,7,1,3,4,2,3,4,4,1,5,5,2,1,0,1950
L,1,12,1,7,5,5,5,1,1,2,1,5,11,2,5,3,3,5,5,5,3,1,5,1,3,2,3750
L,2,13,2,9,9,3,3,1,3,2,3,4,9,1,5,5,4,5,3,5,4,4,5,1,3,2,7500
I,9,9,2,3,0,4,5,1,2,0,2,5,1,1,3,5,1,4,1,4,2,5,5,2,1,0,1386.666667
C,5,14,2,11,9,1,5,1,1,0,5,4,7,1,1,4,1,5,4,3,3,5,2,1,1,1,892.32
P,2,18,2,13,2,5,4,2,1,2,1,3,12,1,1,3,2,5,5,5,4,5,5,1,1,2,7583.333333
O,2,16,1,12,4,1,1,2,3,0,4,4,13,2,5,2,2,2,2,5,3,1,5,1,3,2,6083.333333
C,3,6,1,2,0,4,5,1,3,1,5,5,9,1,6,5,1,4,4,5,4,3,5,2,1,0,3986.666667
G,5,9,1,3,0,5,1,1,3,0,1,1,3,1,2,5,2,5,1,5,1,5,5,1,1,1,1317.333333
R,1,14,2,11,1,4,4,3,3,4,4,3,12,2,6,3,3,5,4,5,4,2,5,1,2,2,4203.333333
I,5,12,2,7,1,1,1,1,3,0,3,2,1,1,1,3,2,1,4,5,1,5,5,1,1,1,2441.833333
S,5,14,1,11,5,1,1,1,2,0,3,4,7,1,1,2,1,5,1,5,3,5,5,1,1,1,893.8333333
H,9,13,1,9,9,1,1,1,3,0,3,2,7,1,3,2,3,2,1,2,2,4,4,2,1,0,866.6666667
N,4,16,2,12,4,5,5,1,3,0,3,5,7,1,2,5,1,5,5,5,5,1,5,1,2,1,2156.666667
J,3,16,1,12,3,5,5,1,2,0,4,4,7,3,5,5,2,3,3,5,5,1,5,1,3,2,3916.666667
P,1,18,2,13,2,5,5,2,1,4,4,5,13,1,6,5,1,5,4,5,5,3,5,1,3,2,8208.333333
M,1,9,1,3,0,4,4,1,1,2,3,5,12,2,6,3,2,5,5,3,4,1,5,1,1,2,15833.33333
S,5,12,2,7,2,5,5,1,1,2,3,3,9,1,2,5,2,5,4,5,5,5,5,1,1,2,3833.333333
K,2,18,1,13,4,3,1,1,2,0,3,4,12,1,6,3,2,2,2,5,3,1,5,1,3,2,7000
O,9,13,1,9,1,1,1,2,2,3,1,3,7,2,1,1,2,5,2,5,2,5,5,1,1,1,6250
P,2,16,2,12,5,1,1,2,3,0,2,3,12,2,3,1,3,3,5,2,2,1,1,2,1,0,736.6666667
G,2,19,2,13,8,5,5,1,1,3,2,4,13,1,3,5,2,5,4,4,4,5,5,1,3,2,10958.33333
Q,3,14,2,11,8,1,4,2,2,0,3,3,11,1,5,3,2,5,3,5,4,4,4,1,1,1,1820
I,9,9,1,3,0,1,1,1,1,0,2,2,3,2,1,2,2,5,2,5,3,4,5,1,1,1,2721.333333
J,2,18,1,13,6,4,3,1,3,0,4,3,12,2,6,2,2,5,3,5,5,2,5,1,5,3,10200
Q,5,12,1,7,1,5,5,3,3,0,5,5,7,1,5,3,2,5,2,4,3,5,5,1,1,1,2625
Q,1,21,1,14,8,2,2,3,3,4,3,4,14,1,6,5,3,4,5,2,4,1,2,1,3,2,12166.66667
F,7,13,1,9,8,2,4,1,3,0,3,5,7,3,1,4,2,5,1,5,4,5,5,2,1,0,4375
P,2,18,2,13,5,5,5,2,3,0,2,3,12,1,1,4,1,5,4,5,4,5,5,1,4,2,3833.333333
G,1,14,2,11,8,1,1,1,3,2,5,5,7,2,2,4,3,4,4,5,4,5,5,1,2,2,2863.333333
I,9,12,1,7,1,1,1,1,3,0,3,2,7,2,1,2,1,5,4,4,1,5,5,2,1,0,1300
Q,7,14,1,11,8,2,2,1,3,0,3,3,11,1,6,4,3,2,1,5,5,5,5,1,3,2,4875
H,5,12,1,7,4,1,1,2,1,0,1,2,7,1,6,1,1,4,1,1,1,5,5,2,1,0,3293.333333
G,5,12,1,7,4,5,5,1,3,1,3,4,7,1,6,5,2,5,4,5,4,5,5,1,1,1,3750
C,8,12,2,7,1,2,1,1,1,0,2,5,7,1,3,5,3,5,5,5,5,5,5,1,1,1,2375.383333
P,2,19,1,13,8,3,1,3,3,0,2,4,13,1,6,2,1,4,5,4,3,4,5,1,3,2,9583.333333
Q,1,16,2,12,5,4,5,1,1,4,5,5,12,1,6,5,1,5,4,5,4,2,5,1,4,3,11666.66667
G,5,12,1,7,4,1,1,1,2,0,2,3,7,2,1,5,1,1,3,3,2,5,5,1,1,1,3958.333333
C,1,12,2,7,1,5,4,1,1,3,5,3,7,2,1,1,1,5,4,4,3,5,5,1,1,1,6900.833333
C,8,14,1,11,3,1,1,1,3,0,1,3,7,2,1,5,2,3,5,5,5,5,5,2,1,0,1950
C,7,12,1,7,6,3,4,1,1,2,3,5,7,1,5,2,1,4,5,4,4,5,5,1,1,2,5528
K,3,14,2,11,1,4,3,2,3,0,4,4,12,1,4,4,2,5,4,5,4,1,5,1,1,2,8000
L,3,16,2,12,9,5,5,1,3,1,2,4,12,2,3,3,2,5,2,3,2,2,5,1,2,2,4041.666667
I,5,12,2,7,1,5,1,1,3,0,1,2,7,2,2,3,2,5,1,2,1,4,5,1,1,1,552.5
P,2,16,2,12,5,5,5,2,3,0,2,3,12,1,5,3,1,5,5,5,3,3,5,1,3,1,4000
Q,3,12,2,7,4,5,5,1,1,2,3,3,12,1,5,5,1,4,4,5,4,2,5,1,3,2,4833.333333
Q,3,14,1,11,8,5,5,2,1,0,5,5,9,1,3,4,1,5,4,5,4,5,5,1,1,1,3120
N,3,16,2,12,4,1,1,1,3,0,5,5,12,1,1,2,1,1,1,2,1,1,1,1,1,2,1500
P,2,18,2,13,2,5,5,2,1,4,4,4,13,1,6,2,1,5,5,5,5,5,5,1,1,1,18333.33333
G,4,16,2,12,8,3,3,2,3,0,2,3,7,1,3,3,2,4,4,5,4,2,5,1,1,2,1191.666667
G,5,16,1,12,3,5,1,2,3,0,1,4,7,2,1,5,2,3,1,4,2,5,5,2,1,0,1699.35
Q,3,12,2,7,8,5,1,1,3,0,3,1,9,2,5,4,1,5,2,5,2,1,5,1,1,1,3523.666667
Q,5,14,1,11,6,5,5,1,2,1,5,5,9,3,6,5,2,5,4,5,4,5,5,1,1,1,4035.333333
F,5,12,1,7,4,1,1,1,3,0,3,3,7,1,1,2,1,2,3,2,1,4,5,2,1,0,1906.666667
I,5,12,1,7,7,4,4,1,2,1,1,4,7,3,1,2,2,5,5,5,5,5,5,1,1,1,1516.666667
J,2,16,2,12,5,2,3,1,3,0,4,5,12,1,6,5,1,3,2,5,4,1,5,1,3,3,6666.666667
M,2,12,2,7,2,5,5,1,1,1,2,2,7,2,6,5,2,5,5,5,5,5,5,1,5,3,4092.083333
G,8,14,1,11,3,3,1,1,1,0,5,3,9,2,3,5,2,3,2,5,2,5,5,1,1,2,3350
M,3,14,2,11,4,5,1,1,1,0,3,5,7,1,4,5,2,5,2,5,1,1,5,1,1,2,2147.7
Q,3,14,2,11,1,5,4,1,1,0,3,1,11,2,1,4,2,5,3,4,4,1,5,1,1,2,2691.666667
C,8,14,1,11,4,1,1,1,1,0,1,3,7,1,1,5,1,3,4,5,2,5,5,2,1,0,2935.833333
G,5,12,2,7,9,3,3,1,2,0,1,2,7,3,2,5,3,5,5,5,1,5,5,2,1,0,2215.6
F,7,9,1,3,0,5,1,1,3,0,2,2,7,2,6,5,1,5,5,5,5,5,5,2,1,0,2600
J,2,9,2,3,0,1,1,1,1,0,5,2,12,2,5,1,1,1,1,5,2,1,5,1,4,2,1733.333333
G,5,12,2,7,8,3,1,1,3,1,3,2,7,1,1,4,3,3,3,4,2,5,5,2,1,0,1733.333333
S,9,9,2,3,0,2,1,1,3,0,3,4,1,1,1,2,3,2,1,4,3,4,5,1,1,1,487.5
S,5,12,2,7,4,1,1,3,3,0,4,4,3,2,2,2,3,1,1,5,1,5,5,2,1,0,910
J,5,12,1,7,4,5,3,1,1,3,2,3,7,1,6,5,1,5,5,5,4,2,5,1,5,2,3900
I,5,9,2,3,0,5,5,1,3,0,2,4,3,1,3,1,2,5,5,5,4,5,4,2,1,0,1114.75
C,7,16,1,12,3,2,1,1,3,0,2,3,11,1,5,3,3,1,2,5,4,2,5,1,1,2,4287.5
H,3,12,1,7,4,4,1,1,1,3,3,5,7,1,6,5,1,5,5,5,5,5,5,1,2,2,3466.666667
I,9,13,2,9,9,1,1,1,3,0,3,3,1,1,1,1,1,1,1,1,1,5,5,2,1,0,442
C,7,19,2,13,4,1,1,1,2,3,1,1,12,1,6,2,1,4,5,2,2,3,2,1,1,1,2946.666667
O,5,12,2,7,8,2,2,2,3,0,1,3,7,3,1,5,2,3,4,1,1,5,5,1,1,1,1950
O,0,18,1,13,4,2,1,2,3,5,3,4,12,1,3,2,2,3,2,4,4,1,1,1,3,2,10000
Q,1,18,2,13,8,5,4,3,3,1,3,3,13,1,6,2,2,5,5,5,4,1,5,1,2,2,5416.666667
Q,5,13,1,9,4,5,1,3,3,0,1,2,7,3,5,3,3,5,5,4,2,5,5,1,1,1,3270.833333
Q,5,12,2,7,4,4,4,3,3,0,3,3,7,1,2,5,1,4,5,4,3,5,1,2,1,0,1245.833333
M,2,16,1,12,6,4,3,1,3,0,2,4,12,1,1,2,1,5,5,5,3,2,2,1,3,3,5225
F,8,12,1,7,6,1,1,1,3,0,2,2,7,2,5,1,1,4,2,3,2,5,2,2,1,0,3120
G,7,9,2,3,0,3,1,1,3,0,5,4,1,2,1,5,3,4,1,5,1,5,5,2,1,0,919.9666667
J,3,16,2,12,1,3,3,1,3,0,5,5,12,2,5,5,1,5,5,5,4,1,5,1,4,2,3040
J,4,12,1,7,4,1,5,1,3,0,1,4,7,2,1,5,1,5,3,5,4,1,5,1,1,1,1733.333333
I,4,16,1,12,9,3,1,1,3,1,2,4,12,1,3,5,1,5,5,5,1,5,5,1,1,2,1906.666667
C,3,12,2,7,2,1,1,1,1,1,1,2,7,1,1,5,2,5,3,5,4,5,5,1,1,1,3033.416667
G,2,16,1,12,5,3,2,1,3,0,3,3,12,1,6,2,3,4,4,5,4,1,5,1,4,2,5083.333333
P,2,18,2,13,3,5,5,2,3,1,1,3,12,3,3,5,1,5,5,5,5,5,5,1,1,2,6333.333333
P,2,16,2,12,5,1,1,3,3,0,4,5,12,1,1,5,1,4,5,5,5,2,3,1,4,3,3250
F,7,9,1,3,0,1,1,1,3,0,2,2,7,3,3,1,2,1,1,2,2,5,5,2,1,0,2253.333333
Q,3,12,2,7,9,1,1,3,3,0,4,4,9,2,2,3,1,1,1,1,1,1,1,1,1,2,975
C,1,16,2,12,6,3,4,1,1,1,3,4,12,1,3,2,2,4,3,5,4,1,5,1,3,2,4416.666667
Q,2,16,1,12,8,5,1,1,3,0,2,4,13,1,6,2,2,5,5,5,4,4,5,1,2,1,7833.333333
M,3,12,2,7,9,5,4,1,1,0,3,4,12,2,5,5,1,4,1,5,3,2,5,1,3,1,68553.33
Q,3,14,2,11,8,5,1,1,3,0,5,5,11,1,1,4,1,5,5,4,3,5,5,1,1,1,4853.333333
C,1,16,1,12,6,4,4,1,2,5,5,4,13,2,6,3,2,5,3,5,4,3,5,1,4,3,10833.33333
C,9,12,1,7,1,5,1,1,3,0,1,2,1,1,1,5,3,5,5,1,1,5,5,2,1,0,1950
S,4,13,2,9,9,1,1,3,3,0,5,5,7,1,3,1,1,2,2,5,2,1,5,1,1,1,866.6666667
Q,3,16,1,12,8,5,5,3,2,1,1,2,7,3,6,5,2,5,5,5,5,5,5,1,1,3,2262
H,8,12,1,7,6,5,5,1,3,0,2,5,9,2,5,5,2,3,1,5,4,5,5,1,1,1,5562.5
K,3,16,2,12,3,1,1,1,3,0,3,3,12,2,5,3,2,2,2,5,3,1,5,1,5,1,2733.333333
N,9,12,1,7,1,1,1,1,3,1,4,3,7,1,2,2,1,1,1,5,3,4,1,1,1,1,1200
I,1,9,1,3,0,4,1,1,3,1,3,5,3,3,1,2,2,2,4,4,2,5,5,1,1,1,585
Q,2,18,2,13,8,4,4,2,3,0,3,4,13,2,5,3,3,5,1,3,3,1,2,1,1,2,3683.333333
G,5,13,2,9,8,5,4,1,3,4,1,3,7,2,1,5,1,5,5,5,5,5,5,1,3,2,5000
C,8,12,1,7,6,2,1,1,3,2,1,3,7,1,3,2,2,1,1,5,5,5,1,2,1,0,3033.333333
P,2,16,2,12,2,5,5,2,3,0,2,4,12,1,3,2,2,5,5,5,4,1,5,1,1,1,3770
N,4,12,2,7,4,2,1,1,2,0,1,2,7,3,5,3,2,5,3,5,5,1,5,1,4,2,3466.666667
P,9,12,2,7,1,5,5,2,3,0,2,5,7,2,3,5,1,4,5,2,2,5,5,2,1,0,577.0533333
Q,3,16,2,12,4,5,4,1,3,0,3,3,12,1,3,3,2,4,4,4,3,5,2,2,1,0,1300
M,4,12,2,7,5,5,5,1,3,0,3,5,12,2,3,5,2,4,1,4,3,1,1,1,5,2,4160
Q,3,14,2,11,8,5,5,2,3,0,3,4,11,1,1,2,2,5,5,5,3,5,5,1,1,2,5451.333333
F,3,12,1,7,4,5,5,1,1,3,3,3,9,1,6,3,1,5,4,5,5,5,5,2,1,0,7551.666667
H,2,16,1,12,6,4,3,1,2,1,3,5,12,1,6,4,2,5,3,4,3,3,2,1,5,2,9750
P,5,16,2,12,2,5,5,2,3,0,2,3,7,3,5,1,3,2,5,5,3,1,4,1,1,1,1266.2
C,7,12,1,7,1,3,4,1,3,0,2,3,7,1,1,4,2,4,4,5,4,5,5,1,1,1,3113.333333
Q,2,16,2,12,8,1,1,1,1,0,2,3,12,1,5,3,2,5,5,3,2,1,1,1,1,2,6000
I,5,6,2,2,0,1,5,1,3,0,5,5,2,3,6,4,1,4,4,1,1,5,5,2,1,0,617.5
F,4,13,2,9,1,1,1,1,3,0,3,3,7,3,4,2,3,4,2,4,3,2,2,1,2,2,3933.333333
Q,5,6,1,1,0,1,1,1,1,0,1,3,7,1,1,5,2,1,2,4,2,5,5,2,1,0,1427.4
G,5,16,2,12,3,5,2,1,1,2,3,3,11,1,3,5,1,4,4,5,4,4,5,1,1,2,2550
P,8,14,2,11,2,5,5,2,2,0,1,3,7,2,1,1,3,1,1,3,3,1,5,1,1,2,1100
M,2,16,1,12,6,4,4,1,1,1,5,4,12,1,6,5,2,5,5,5,4,1,5,1,3,2,7916.666667
G,5,9,2,3,0,1,5,1,1,1,1,2,3,1,1,1,1,5,2,5,1,5,5,1,1,1,1741
I,5,12,1,7,4,5,1,1,1,0,3,2,7,2,1,2,2,5,2,5,1,5,5,2,1,0,975
H,9,12,1,7,1,1,1,2,3,0,1,3,7,1,1,1,2,2,1,2,1,1,5,2,1,0,476.6666667
G,5,12,2,7,4,4,1,1,3,2,1,3,1,1,5,3,2,3,4,4,2,4,5,1,1,1,2478.666667
K,1,12,2,7,4,5,1,1,3,1,3,3,7,1,5,5,2,5,5,5,4,5,5,1,5,2,2541.666667
N,1,16,1,12,4,4,4,1,1,2,5,5,12,1,6,2,2,3,2,2,3,1,5,1,2,2,24166.66667
C,2,18,1,13,6,4,3,1,1,4,3,4,12,1,6,4,2,5,4,5,3,2,2,1,2,2,13333.33333
B,9,13,1,9,6,1,1,1,1,0,1,4,7,2,1,2,2,2,4,4,4,5,5,2,1,0,10000
J,1,16,2,12,4,3,4,2,3,1,3,4,12,1,6,4,2,4,2,5,3,2,2,1,5,2,10833.33333
C,3,16,2,12,5,1,2,1,3,0,3,5,7,3,5,1,1,4,2,4,2,1,5,1,2,2,3871.666667
G,5,9,2,3,0,5,1,1,3,0,3,4,7,1,1,5,3,5,4,1,2,5,5,1,1,2,1100
I,1,12,1,7,4,5,2,1,3,3,3,2,3,3,1,2,2,5,4,3,2,5,5,1,2,2,3283.333333
F,3,12,2,7,8,5,5,1,3,0,3,4,7,1,3,4,2,5,3,5,4,3,5,1,2,2,4375
G,9,12,1,7,1,1,1,1,3,0,3,4,7,1,1,4,2,2,2,5,2,4,5,2,1,0,1950
M,2,18,1,13,6,4,3,1,1,1,2,4,12,1,1,3,1,4,4,4,4,1,5,1,2,2,6666.666667
Q,2,18,2,13,8,5,5,1,1,1,1,3,13,1,5,4,1,5,4,5,5,5,5,1,3,1,15750
P,3,18,1,13,3,4,4,1,2,0,5,5,12,2,5,3,2,4,2,4,2,1,5,1,2,2,650
N,6,12,1,7,1,2,1,1,3,0,4,4,1,1,3,3,2,2,2,4,3,5,5,2,1,0,1956.666667
I,1,12,1,7,3,3,3,1,3,3,5,4,3,1,1,2,1,5,5,5,5,5,5,1,1,1,5208.333333
G,9,12,1,7,1,5,5,1,3,0,3,1,7,2,1,5,2,5,2,5,2,5,5,1,1,1,1414.483333
G,5,12,2,7,9,5,5,1,3,2,5,5,7,2,6,5,1,5,5,2,2,5,5,1,3,1,5458.333333
Q,2,18,2,13,5,5,1,1,2,0,1,5,13,1,1,5,1,5,5,5,4,1,5,1,2,2,7750
Q,5,14,1,11,5,5,5,3,1,4,4,5,12,2,6,2,1,5,4,5,4,3,2,1,3,2,8333.333333
H,1,13,1,9,6,4,3,1,1,2,2,3,7,1,4,4,2,3,4,5,2,3,2,1,1,1,4416.666667
K,2,16,1,12,4,2,1,2,3,0,3,3,12,1,6,3,2,2,3,2,2,1,5,1,2,2,7666.666667
C,1,18,1,13,6,4,3,1,1,3,2,3,12,1,1,3,2,3,4,5,4,1,1,1,2,3,6396
L,2,12,2,7,4,4,3,1,3,0,3,5,9,2,5,2,2,4,4,4,3,1,5,1,3,2,4333.333333
K,2,19,2,13,4,1,1,2,1,0,3,4,12,2,3,2,1,1,3,5,5,1,1,1,5,3,5583.333333
Q,3,12,2,7,4,1,1,2,1,0,3,3,7,3,3,3,1,1,2,5,2,1,1,1,1,1,2166.666667
O,2,16,1,12,5,4,5,2,1,2,2,5,13,2,6,3,2,5,4,5,4,3,5,1,2,2,5000
R,3,16,1,12,4,5,5,1,1,0,3,5,12,2,6,4,1,5,5,5,4,1,1,1,5,2,3342.5
H,8,12,1,7,6,1,1,1,3,0,1,5,7,2,6,2,2,1,4,5,4,1,5,1,1,1,4178.333333
G,9,14,1,11,4,1,1,1,3,0,3,3,7,1,3,1,3,1,1,3,1,5,5,2,1,0,3317.666667
N,9,14,2,11,2,1,1,1,3,0,1,5,2,1,2,1,2,1,2,2,1,5,5,2,1,0,589.3333333
P,2,18,2,13,2,5,4,2,3,0,1,4,12,1,1,5,4,5,5,5,4,5,5,1,1,1,4075
G,8,12,1,7,6,5,5,1,1,1,2,2,7,2,5,5,2,5,5,4,4,5,3,1,1,1,6750
H,1,14,2,11,4,4,3,1,1,1,2,3,7,2,1,5,1,4,4,4,3,5,5,1,1,1,2183.333333
I,5,9,1,3,0,1,5,2,2,0,3,1,7,1,2,5,3,5,5,5,4,5,5,1,2,2,1040
Q,5,13,1,9,9,3,1,2,2,0,3,3,7,1,5,5,2,3,3,5,4,5,5,2,1,0,2106
F,7,12,1,7,1,3,3,1,2,0,2,2,7,2,3,5,3,4,5,5,4,5,5,1,1,1,2816.666667
M,2,18,1,13,6,4,3,1,2,0,2,3,12,1,6,4,3,5,3,2,5,3,5,1,2,2,7750
Q,2,18,2,13,8,5,5,1,3,0,1,5,13,1,1,5,2,5,5,5,4,2,5,1,1,2,7666.666667
G,5,12,2,7,1,5,5,1,3,0,3,3,7,1,1,5,2,5,5,5,3,5,5,1,1,1,2100.1
I,5,12,2,7,1,4,1,1,3,0,4,4,7,2,1,5,2,3,3,5,5,5,5,1,1,1,1733.333333
F,7,12,1,7,6,1,1,1,3,0,2,3,7,1,5,4,2,2,2,3,3,5,5,2,1,0,4373.333333
M,2,16,2,12,3,5,5,1,3,0,5,5,12,1,5,4,1,5,1,5,4,1,5,1,1,2,5969.666667
N,3,12,2,7,8,5,1,2,3,0,2,2,7,2,3,3,2,5,2,5,3,1,5,1,5,3,3166.666667
I,9,9,1,3,0,3,5,1,3,0,2,4,1,1,1,4,2,5,2,4,4,2,5,2,1,0,1023.75
P,2,18,2,15,2,5,5,2,3,1,2,3,12,3,5,1,2,5,5,5,4,2,5,1,1,2,4736.333333
G,7,13,1,9,6,1,2,1,3,1,3,2,3,1,5,5,2,5,5,4,2,5,5,2,1,0,1386.666667
F,4,12,2,7,4,4,1,1,1,0,3,4,7,2,5,2,3,5,2,5,4,2,5,1,2,1,4021.666667
I,4,12,1,7,4,4,4,1,2,0,3,4,12,2,5,2,2,5,2,4,3,5,5,1,5,2,4250
Q,2,16,2,12,8,3,2,3,3,0,3,3,12,1,3,5,2,5,5,5,4,5,5,1,3,1,6250
D,9,12,1,7,1,5,5,1,1,0,1,2,7,2,2,3,4,1,1,3,2,5,5,1,1,1,2080
P,2,16,2,12,4,4,1,2,3,0,1,2,12,1,1,4,4,5,5,4,4,4,4,1,4,2,1841.666667
C,3,9,2,3,0,5,5,2,1,3,1,1,3,1,1,4,2,5,2,5,5,1,5,1,1,1,3350
I,5,9,1,3,0,5,5,1,2,0,1,1,1,1,1,5,2,5,5,4,4,5,5,2,1,0,650
H,4,14,2,11,5,1,1,1,3,0,2,4,9,3,5,1,1,1,1,2,1,1,5,1,1,2,6123.866667
O,5,14,1,11,6,4,4,2,3,0,2,5,11,1,1,3,2,4,2,4,3,1,5,1,1,1,8000
P,2,16,1,12,4,5,4,3,3,1,3,4,11,1,5,2,2,5,5,5,2,4,3,1,4,2,3416.666667
F,7,16,1,12,4,3,4,1,3,1,4,4,7,2,1,2,3,1,3,5,1,5,5,2,1,0,5486
C,1,18,1,13,4,5,5,1,1,3,5,5,12,1,5,5,1,4,5,5,4,1,5,1,1,2,7416.666667
H,8,14,2,11,4,1,1,1,1,0,2,1,9,1,5,2,4,1,1,2,2,5,5,1,1,1,5033.333333
G,1,12,2,7,1,5,2,1,3,4,4,3,7,1,5,5,2,5,5,5,4,5,5,1,1,2,3250
Q,2,14,1,11,8,5,5,3,3,0,4,5,11,1,6,5,1,5,5,5,5,5,5,1,3,2,6000
I,5,12,2,7,1,5,1,1,3,0,4,4,1,1,1,3,3,1,5,5,2,5,5,1,1,1,3250
Q,2,18,2,13,8,4,1,3,2,0,5,4,13,1,2,3,4,4,2,4,2,2,5,1,3,3,3250
O,4,12,1,7,4,4,2,2,3,0,1,4,7,1,1,4,2,2,4,5,4,2,5,1,1,2,741
R,3,16,2,12,3,4,4,2,1,0,3,4,12,1,6,2,2,4,1,3,3,1,5,1,1,2,5000
P,2,16,2,12,2,2,1,2,3,0,5,2,12,1,3,2,1,2,5,5,2,1,4,1,1,1,1733.333333
Q,3,12,2,7,8,5,5,3,2,2,2,3,7,3,5,2,2,3,2,3,2,5,5,1,2,2,2641.666667
Q,2,18,2,13,8,5,1,1,3,1,5,5,7,1,6,2,4,5,5,5,4,2,5,1,1,1,3750
O,1,18,1,13,8,4,5,2,3,3,5,3,12,2,4,2,2,5,4,4,4,2,5,1,3,2,6666.666667
I,5,14,1,11,1,4,1,1,3,0,5,3,7,2,3,4,2,5,5,5,1,5,5,1,1,1,1560
R,9,12,2,7,1,1,1,2,3,0,1,3,7,1,5,2,2,1,1,5,2,5,5,2,1,0,625.8333333
J,2,18,1,13,4,4,3,2,1,0,3,4,12,3,6,5,2,4,2,3,5,1,5,1,4,3,17500
I,9,12,2,7,1,1,1,1,1,0,3,3,7,2,1,2,2,4,4,2,1,5,5,2,1,0,1300
K,4,16,1,12,3,5,4,1,3,0,1,3,11,2,3,3,4,5,4,5,3,2,5,1,4,2,2193.333333
O,1,16,2,12,4,5,1,2,3,2,3,3,12,2,3,5,1,5,4,4,4,4,5,1,2,1,3466.666667
N,9,12,2,7,1,3,3,1,1,0,3,5,7,2,4,4,1,4,4,4,4,5,5,2,1,0,1248
H,7,13,1,9,6,1,1,2,1,0,2,4,7,3,5,4,1,3,4,5,4,4,4,1,3,2,1400
D,4,16,2,12,3,1,1,1,1,0,3,4,7,1,5,4,2,1,3,5,4,1,5,1,4,2,3203.333333
F,1,12,1,7,6,5,5,1,1,2,1,3,12,2,6,3,1,5,4,5,5,1,5,1,2,2,7916.666667
F,1,13,1,9,6,5,4,2,1,2,3,5,11,1,6,5,1,5,2,5,4,5,5,1,1,2,10416.66667
R,5,12,1,7,1,1,1,1,3,0,3,2,7,2,3,3,2,3,2,4,2,1,1,1,1,1,391.0833333
G,1,12,1,7,4,5,5,1,3,4,1,4,7,1,5,4,4,5,5,5,4,5,5,1,2,2,7108.333333
F,3,16,1,12,4,5,5,1,1,3,3,4,12,1,6,5,1,4,3,5,4,3,5,1,4,2,6500
G,3,16,2,12,4,3,1,1,3,0,3,4,11,1,5,4,2,3,2,5,2,4,4,1,1,2,2600
J,2,18,1,13,5,5,4,1,3,0,5,5,12,3,6,4,2,4,4,5,4,2,2,1,5,3,11833.33333
